headline_id,headline_text,candidate_ids,party_ids,labeled_at,labeled_by
186,Mineduc asegura que emplazamiento del STEG rompe negociación del pacto colectivo,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
187,Nueva nómina de fiscal general: Qué cambió en la votación de la Comisión y qué escenarios se prevén hasta el nombramiento del Presidente,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
188,"Jorgan Andrews habla sobre su plan de trabajo en Guatemala y dice que “la visa estadounidense es un privilegio, no un derecho”",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
189,Magistrado Molina Barreto dice que el presidente tendrá la decisión de elegir al fiscal general y que la CC no incidirá,109,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
190,Presidencia devuelve expedientes de aspirantes a fiscal general tras fallo de la CC que obliga a repetir evaluación,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
191,Arévalo cuestiona fallo de la CC y pide firmeza a comisionados en elección de fiscal general,101,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
192,Investigan posible mal uso de vehículo asignado a vocera de Arévalo,101,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
193,Presidente entrevistará a los aspirantes al MP; diputados oficialistas afirman que no incidirán en la elección,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
194,"Enzo Maresca, el favorito para sustituir a Pep Guardiola tras su salida del Manchester City",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
195,Arbeloa confirma su marcha del Real Madrid: «Ojalá sea un hasta luego»,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
196,Expertos piden a Guatemala activar la diplomacia ante amenaza a las remesas por orden de Donald Trump,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
197,Agrupaciones en formación invierten hasta Q1 millón para convertirse en partidos rumbo a las elecciones de 2027,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
198,Fiscal que aspiraba a dirigir el MP pide a García Luna revertir traslados ordenados por Consuelo Porras,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
199,Universidad Landívar llama a frenar criminalización y reforzar independencia judicial,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
200,"«Si no apoyamos esta ley vamos a tener problemas serios», dice Contreras por aprobación de ley antilavado",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
201,"Pese al bajo riesgo del hantavirus, la OMS pide seguir vigilando a pasajeros y tripulación",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
202,Dejan en libertad a la hija de capo hondureño que utilizaba DPI con identidad falsa en Guatemala,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
203,El vicejefe de Gabinete de Trump dice que el destino de Cuba «está en sus propias manos»,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
204,Cristiano Ronaldo logra lo que hasta ahora le era imposible en Arabia Saudí,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
205,Técnico argentino Ramiro Cepeda regresa a la Liga Nacional,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
206,Deportivo Guastatoya presenta a su nuevo cuerpo técnico,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
207,Vinícius ausente del entrenamiento por motivos personales,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
208,"Árbitros denuncia a Florentino Pérez, Real Madrid y a su TV",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
209,Panini responde sobre ausencia de Neymar en el álbum del Mundial 2026,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
210,Presentan el trofeo de la Copa Bienestar de Liga Nacional,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
211,Se conoce quién es el árbitro para la gran final de Liga Nacional,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
212,Conoce a los legionarios convocados por Luis Fernando Tena,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
213,Jugadores de Municipal que podrían repetir título este sábado,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
214,Aston Villa hace historia y conquista su primera Europa League,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
215,Hace dos años Municipal celebraba la copa 32 de Liga Nacional,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
216,La hora de la verdad para Cristiano Ronaldo en Arabia Saudita,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
217,La reflexión de Luis Enrique antes de la final de Champions,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
218,"Riquelme pide un ""cambio de ciclo"" en el Real Madrid",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
219,Pep Guardiola no confirma si seguirá en el City,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
220,"22 años después, el Arsenal vuelve a conquistar la Premier League",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
221,Ministro de Gobernación se pronuncia tras disturbios por estampitas del Mundial,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
222,Expulsan a club que luchaba por ascender a la Premier Legaue,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
223,PNC de Guatemala es subcampeón del Mundial de Policías y Bomberos,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
224,Luxury Atitlán: lujo frente al lago,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
225,"Gabriel Arana: “en el cine, el guion lo es todo”",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
226,Minfin quiere reformas y la DIPP sigue sin operar,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
227,Mr. President: un brindis a Marilyn,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
228,Repuntan homicidios en el municipio de Guatemala pese a leve baja nacional,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
229,Patio de la Primera: un rincón mediterráneo en Antigua Guatemala,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
230,Guatemala refuerza seguridad en frontera con Honduras tras masacre que dejó 19 muertos,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
231,Fabián Medina: “El poder envejece mal porque termina desconfiando de todo”,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
232,Palermo Buenos Aires celebra 12 años en Guatemala,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
233,Sergio Ramírez entra en la RAE: la letra L también puede ser de libertad,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
234,¿Qué causó la masacre de 19 personas en una finca de Honduras?,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
235,Trump insiste en hablar con líder de Taiwán y tensiona a China,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
236,EE. UU. investiga uso de USD 30 millones en la Fundación Humanitaria de Gaza,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
237,Washington reabre caso de Castro y endurece presión sobre Cuba,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
238,Confirman a Luis Arturo Mérida como nuevo viceministro de Energía,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
239,EE. UU. “insta” al Congreso a cerrar el paso al narcotráfico con ley antilavado,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
240,Sector privado urge modernizar ley antilavado por riesgos internos y externos,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
241,Plástico reciclado: el precio faltante para convertir residuos en materia prima,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
242,EE. UU. respalda a Bolivia y advierte contra desestabilización,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
243,La inclusión de Taiwán en la gobernanza sanitaria global: una necesidad para fortalecer la seguridad mundial,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
244,"Trump, China y la Trampa de Tucídides",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
245,Raíces y las dudas en sus afiliaciones,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
246,FECI: la fiscalía que debió morir con la CICIG,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
247,La brecha silenciosa en IED que los upgrades crediticios aún no cierran,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
248,Por si volvieras… Guatemala nunca se fue: la noche que cantó con El Puma,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
483,Duolingo lanza nueva función para personalizar tu avatar con seis looks únicos,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
493,¿Cómo el fútbol moldea la política en América Latina?,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
494,La guerra de Estados Unidos e Israel contra Irán,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
495,La verbena del adiós a Porras,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
496,Nuevo jefe del MP: ¿Un fiscal políticamente correcto o correctamente político?,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
497,La maternidad y el amor incondicional,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
498,No ser madre,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
499,Mucha vida a Libro al Viento,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
500,Todo es político,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
501,"Cancelación de visas, el arma de Trump contra las opiniones contrarias",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
502,Ley de etiquetado de alimentos: luces y sombras -iii-,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
548,Fructífera reunión entre Gobierno y pueblos ancestrales,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
549,“El plan contra la desnutrición aguda está más focalizado”,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
550,Herrera reconoce aportes científicos de José Cruz,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
551,Ofrece disculpas a periodista del DCA,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
552,La secuela de 'La Pasión de Cristo' de Mel Gibson llegará en dos partes en 2027 y 2028,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
553,"La OMS eleva a ""muy alto"" el riesgo por el brote de ébola dentro de la RD Congo",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
554,Karin Elmore baila entre continentes,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
555,Promueven a Guatemala como destino de inversiones japonesas,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
556,Minfín publica aceptación de finca a favor del Mingob,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
557,Arévalo asegura que unidad del pueblo hará fracasar a los pandilleros,101,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
558,Estado de Sitio: PNC y Ejército refuerzan operativos de seguridad ciudadana,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
559,Ministerio de Gobernación reafirma que no negociará con pandilleros y criminales,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
560,Policía Nacional Civil y Ejército realizan operativos combinados,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
561,PNC captura a sicarios del Barrio 18,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
562,Arévalo llama a que la ciudadanía siga con sus labores cotidianas,101,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
563,Un juez de EE.UU. bloquea los arrestos de ICE en tribunales de inmigración de Nueva York,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
564,ICE moviliza miles de agentes para retomar la promesa de deportaciones masivas de Trump,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
565,El Supremo de EE.UU. evalúa el poder de Trump para revocar el amparo migratorio TPS,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
566,"ICE en Miami lidera arrestos migratorios en EE. UU. desde el retorno de Trump, con 120 al día",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
567,Canadá amenaza con deportar a EE. UU. a decenas de miles de migrantes irregulares,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
568,¡Qué postales!,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
569,Se coronan en la fecha final,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
570,Monarcas regionales,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
571,Lo dieron todo,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
572,Brazadas con sabor a medalla,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
573,TGW transmitirá La Fiesta del Fútbol,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
574,La víspera de la final del Clausura,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
575,El líder va por otro triunfo,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
576,Mbappé intenta superar a Messi,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
577,Cristiano firma un doblete y levanta su primera liga en Arabia,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
578,Vuelta Ciclística Bantrab 2026,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
579,Chernóbil: a 40 años del peor desastre nuclear,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
580,¡Vamos a la vuelta edición 64!,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
581,El día en que Guatemala inició su vuelo en libertad,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
582,Virgen de la Asunción,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
583,CIJ: El Derecho a la huelga tiene protección legal internacional,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
584,Putin preside ejercicios militares con armas nucleares estratégicas,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
585,Juez bloquea cuentas del dirigente español José Rodríguez Zapatero,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
586,Rusia dice que las acusaciones contra Cuba son “fabricadas”,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
587,AmCham insta a fortalecer puertos con ley,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
588,SIB analiza enmiendas a iniciativa contra lavado,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
589,Suspende venta de energía a Costa Rica,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
590,Warsh asume presidencia,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
591,México estudia orden de Trump,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
592,"Guatemala participa en Centroamérica Cuenta, en Panamá",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
593,El rugido del jaguar ha despertado,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
594,Avanza intercambio cultural,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
595,Madrugada se estrenó en Cannes 2026,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
596,Cuatro conciertos más ofrecerá Ricardo Arjona del 11 al 14 de diciembre,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
597,"El ""Seco"" está de regreso",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
598,Fiebre Arjona envuelve a Guatemala,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
599,El renacer del Seco,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
600,Teatro Nacional recibirá a Arjona,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
601,Arjona: Nostalgia y volver a casa,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
602,Historia que marcha sobre rieles,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
603,Delicadez en cada movimiento,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
604,El arte de ser patojo nostálgico,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
605,Taiwán proyecta fabricar 100 mil drones al mes para 2030,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
606,Violencia y saqueos marcan protestas en Bolivia,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
607,Clima organizacional en la gestión pública,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
608,Oímos tronar y seguimos distraídos,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
609,IA en la administración pública: ¿al servicio de quién?,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
610,Algo que admirar en el ser humano,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
611,Unir pueblos desde la niñez,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
612,Institucionalidad y confianza en una nueva etapa,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
613,Política pública indígena e interculturalidad,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
614,Nutrir es Avanzar y avanzar es cuidar la vida,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
615,Escuela Normal Regional de Occidente,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
616,La iniciativa 6764: una apuesta compartida por el futuro,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
617,Sembrar ciencia es sembrar futuro,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
618,De extorsionistas a distribuidores de droga,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
619,"Creer o no creer, he ahí el dilema",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
620,Contundente combate al tráfico de alcaloides,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
621,La selva maya y su encanto,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
622,Buena nota parala educación,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
623,Los niños tienen derecho a jugar,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
624,"Maya k’iche’, alta consejera",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
625,Solo recién actualizado,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
626,El tenaz arte de seguir en movimiento,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
654,Mulet y su anunciada petición a Estados Unidos,104,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
693,Ejecutivo cancela pasaporte oficial de Thelma Aldana,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
714,"Hacer juntos, lo que solos no podemos",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
725,TSE resuelve a favor de Manuel Baldizón recurso de nulidad y admite su inscripción,112,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
773,Elecciones en Guatemala 2023: Francisco Arredondo y Francisco Bermúdez son proclamados por el Partido CREO para binomio presidencial,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
774,Elecciones en Guatemala 2023: El Partido VOS proclama a Manuel Villacorta y Jorge Mario García España como su binomio presidencial,,213,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
776,Elecciones Generales 2023: organizaciones indígenas accionan ante la CSJ contra la candidatura de Zury Ríos,105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
777,Elecciones Generales 2023: Fiscal de VOS increpa a magistrados por no sancionar al partido oficial,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
778,"Elecciones Generales 2023: “La Corte Suprema de Justicia incumple sus funciones”, dice Jordán Rodas del MLP",,212,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
779,Elecciones Generales 2023: 12 magistrados recusados conocerán en audiencia pública candidatura de Roberto Arzú,108,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
783,"Elecciones Generales 2023: Zury Ríos abre campaña en Chajul, Quiché, uno de los municipios más golpeados por el conflicto armado",105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
787,Zury Ríos regala besos y abrazos durante su gira  por Quetzaltenango,105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
788,Cambio pretende revivir batalla legal para dejar fuera candidatura presidencial de Carlos Pineda,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
790,"Zury Ríos, los caciques, el FRG, y los candidatos cercanos cuestionados por casos de corrupción",105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
792,Encuesta Libre 2023: Ciudadanía reprueba gestión de Alejandro Giammattei,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
793,"Cabal, el nuevo partido de Edmond Mulet con las estrategias y las ideas de viejos políticos",104,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
795,Los tres hijos de Sandra Torres que son candidatos a diputados y el perfil de los otros políticos que conforman sus listados,103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
796,"Qué relación tienen candidatos de la UCN con Prosperidad Ciudadana, el partido que postula a Carlos Pineda",107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
807,Partido Valor presenta amparo para evitar que se repitan las votaciones en San Miguel Petapa,,204,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
819,Circula audio con supuesta voz de Giammattei y Miguel Martínez y Presidencia lo atribuye a montaje con IA,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
820,Partido Cabal rechaza señalamientos en su contra por utilizar firmas falsas para su creación,,205,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
821,Recurso de nulidad de Movimiento Semilla para frenar su suspensión no ha llegado al pleno del TSE,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
822,Suspensión de Movimiento Semilla: dos abogados constitucionalistas identifican los riesgos a la democracia,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
824,¿Cómo afectará a los diputados de Semilla el ser declarados como independientes?,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
825,Junta directiva del Congreso declara como independiente a la bancada del partido Movimiento Semilla,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
828,Cabal solicita que Molina Barreto se inhiba de conocer impugnación contra Zury Ríos,105 109,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
838,TSE a Carlos Pineda por supuesta amenaza: “no se juega ni se hace campaña con un tema tan serio”,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
840,CSJ deniega en definitiva amparo que buscaba inscripción de binomio del MLP,,212,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
846,"TSE evalúa expedientes en contra de partidos políticos, tras sanción a FCN Nación y Nosotros",,215,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
878,En vivo: Binomio electo de Semilla habla en conferencia de prensa,,201,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
946,Partido VOS pide un proceso electoral transparente,,213,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
961,Giammattei comparte saludo por el Día de la Madre,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1001,Carlos Pineda se suma a la solicitud de repetir las elecciones,107,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1047,Presentan amparo en la CSJ para lograr inscripción de Thelma Aldana,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1075,Elecciones Guatemala: Sandra Torres y Giammattei  a segunda vuelta,103 110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1076,Elecciones Guatemala: MLP rechaza resultados preliminares,,212,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1089,Torres se compromete a entregar la seguridad de Mixco a Neto Bran,114,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1094,UNE recibiría del TSE Q17 millones y Vamos Q9.3 millones,,202,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1135,La importancia de razonar bien el voto,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1137,Mario Estrada suma más de 100 días en prisión en EE.UU.,113,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1148,El mejor S Pen de todos,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1150,Caso Sandra Torres | MP dice cuándo se quedará sin inmunidad,103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1153,TSE declara electos a Alejandro Giammattei y Guillermo Castillo,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1154,Linares presenta querella contra CICIG por encubrir a Thelma Aldana,111,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1193,Partido de Mario Estrada es investigado por la Fiscalía de Delitos Electorales,113,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1210,Agentes podrían revelar más detalles sobre reunión de Jimmy Morales en casa de Mario Estrada,113,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1254,CC posterga conocer el caso contra Sandra Torres,103,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1255,"“Si te dieron de baja, aquí te pagamos bien”: cartel mexicano recluta a expolicías por WhatsApp",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1301,"“Más que un enfermo, es un demente”: Las duras acusaciones del fiscal de California contra el líder religioso Naasón Joaquín García",,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1304,Holanda gana a Inglaterra por 3-1 en la prórroga y jugará final de Liga de las Naciones,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1349,Torres y Giammattei representan el statu quo,110,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1354,A la caza de votos: Sandra Torres ofrece a Neto Bran incrementar la seguridad en Mixco,103 114,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1404,Ministerio Público acciona contra inscripción de Manuel Baldizón por falta de idoneidad y por estar ligado a procesos judiciales,112,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1410,3 consejos fundamentales para asegurarte de que estás bien hidratado,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1417,“No abrieron la puerta durante el incendio y todos somos humanos”: Familiares de víctimas guatemaltecas de tragedia en México exigen justicia,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1426,“No vamos a ocultar nada”: Presidente de México asegura que  “no va a haber impunidad” por la muerte de 38 migrantes en incendio,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1446,Clausura 2023: Rotondi y Municipal sorprenden al líder Xelajú en El Trébol,,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
1472,Zury Ríos responde a Sandra Torres por incidente en el que una afiliada de Valor disparó en Alta Verapaz,103 105,,2026-05-22,claude-opus-4-7+gazetteer-anchored/jlcp89
